video_id,channel_title,video_title,upload_date,view_count,like_count,dislike_count,comment_count
NVEPVd5EpIs,小高姐的 Magic Ingredients,酸黄瓜 无需泡菜引子，简单方法 7天就好,2017-12-09,714345,13639,,646
-NVRSRLi4EM,小高姐的 Magic Ingredients,炸馓子 美丽扇形 超级酥脆,2017-12-05,476655,8712,,449
G9lruCgeV8w,小高姐的 Magic Ingredients,刀具 如何正确购买厨房刀,2017-12-01,813047,19986,,1559
W2Da1cEGud4,小高姐的 Magic Ingredients,炒凉粉  一个简单窍门 轻松制作完美凉粉,2017-11-25,716907,13930,,820
UmPB-oUVFvg,小高姐的 Magic Ingredients,枣沫糊 稠稠的 甜甜的 只用一种原料就能做出的养生美味,2017-11-22,168157,6247,,373
38XuHv8Rgig,小高姐的 Magic Ingredients,油泼面 /  裤带面   简单和面的技巧,2017-11-18,2557971,60985,,2497
7oDOloEnt2M,小高姐的 Magic Ingredients,拨面鱼 一根筷子一个碗，做出北方最美味的面食,2017-11-14,877819,25288,,1644
Tg08ClFnTS0,小高姐的 Magic Ingredients,牛肉米线 温暖的早晨就由这碗米线开始吧！,2017-11-09,532857,15348,,423
esz2fBMGkPE,小高姐的 Magic Ingredients,酱牛肉 肉酥 筋软 味道香 三酱牛肉的秘诀,2017-11-06,3547906,89019,,3275
pW9tE2Il6gc,小高姐的 Magic Ingredients,鸡蛋饼 不要问我为什么 面粉就是这么神奇,2017-11-01,3090140,156453,,2141
ZHHAgWD55hU,小高姐的 Magic Ingredients,月牙饼 为什么有千年历史的老饼可以流传到今？,2017-10-28,444718,12854,,636
OFPh8FynvjQ,小高姐的 Magic Ingredients,水盆羊肉 几块羊肉炖一大锅汤 全家都吃好,2017-10-25,987010,36966,,1180
uRc3F6uwR3E,小高姐的 Magic Ingredients,炸油条 千锤百炼的配方 最适合家庭制作,2017-10-20,7637629,162138,,4911
sP0kFDH33zA,小高姐的 Magic Ingredients,炒饼 北方最具特色的一道菜/饭,2017-10-14,322723,10282,,583
S_b8FgKy7Ug,小高姐的 Magic Ingredients,烙的是什么饼 手法太神奇了,2017-10-11,605846,18550,,643
EYqCUta3N9o,小高姐的 Magic Ingredients,尖椒炒鸡蛋,2017-10-07,110327,2851,,120
3SGu2_cJIgc,小高姐的 Magic Ingredients,溏心鸡蛋 滋味美妙的蛋黄是如何做出来的,2017-10-05,510384,15910,,392
nZXCXZ8JpJ8,小高姐的 Magic Ingredients,葱油大饼 内层松软无比 外皮焦酥至极,2017-10-02,1523156,32873,,998
GlKk0Wy5e5A,小高姐的 Magic Ingredients,荷包蛋 轻松做出形状完整的水煮荷包蛋,2017-09-29,976636,9604,,258
QXKqAeYP9o0,小高姐的 Magic Ingredients,煎鸡蛋 的小窍门 用这个方法煎的鸡蛋外围焦酥 内心柔软,2017-09-27,122540,3424,,150
5bnf8eZXWDI,小高姐的 Magic Ingredients,炸鸡蛋 一锅的热油 打一个生鸡蛋 顿时开了花,2017-09-25,821792,8125,,716
nIL7TJ992aI,小高姐的 Magic Ingredients,炸薯丝 餐馆里高档菜 成本其实不到一块钱,2017-09-23,334232,8799,,255
REul5ZIAW4g,小高姐的 Magic Ingredients,炸薯片 一块钱的土豆变一大盘脆薯片 再也不用买薯片了,2017-09-21,1072575,26585,,754
MBxR1iQnKvY,小高姐的 Magic Ingredients,炸薯条,2017-09-19,540277,9927,,462
1TwNk1w8bMQ,小高姐的 Magic Ingredients,凉拌土豆丝 Shredded Potato Salad  [Eng Sub],2017-09-17,361240,10721,,197
_LMetZuXoeI,小高姐的 Magic Ingredients,摊煎饼 柔软而有韧性 卷菜也不会破,2017-09-12,3109275,60550,,1670
GSck2h_XqAE,小高姐的 Magic Ingredients,西红柿煎饼,2017-09-09,272181,5615,,227
hZlVZ1YDcAc,小高姐的 Magic Ingredients,韭菜盒子 外皮脆 内皮软 真心好吃,2017-09-06,1510908,25734,,731
aQwvp0Dm0hk,小高姐的 Magic Ingredients,孜然牛肉 只要四味调料 就能做出西安美味,2017-09-01,542555,15352,,642
doLKQ00rgg0,小高姐的 Magic Ingredients,切西瓜 三种方法 两分钟就学会,2017-08-29,6920351,64131,,768
Jcn-gbF7JyU,小高姐的 Magic Ingredients,饺子  西红柿牛肉馅,2017-08-25,1638902,28016,,1553
Q8kLOh1s1d0,小高姐的 Magic Ingredients,红烧牛肉面,2017-08-21,1356081,31279,,1164
v0Oiuuvd0w4,小高姐的 Magic Ingredients,春饼  薄如蝉翼 软如绢帛 3分钟教会你,2017-08-14,3575840,74140,,1897
4ygik1MA7v0,小高姐的 Magic Ingredients,酸汤水饺,2017-08-08,1221220,29044,,1234
k2Gs05rNveA,小高姐的 Magic Ingredients,浆水面,2017-08-04,187061,4443,,529
cAIWFG6CDlQ,小高姐的 Magic Ingredients,涮牛肚 西安夜市小吃,2017-07-31,126509,3807,,248
se6rv_WY3zE,小高姐的 Magic Ingredients,紫薯饼 世间竟然有如此好吃的饼！,2017-07-26,466664,9507,,465
MpDKDTzuQNg,小高姐的 Magic Ingredients,扔过来一坨泥，我把它变成漂亮的印花小瓷碗,2017-07-22,150557,6133,,463
FllFBqyJiYU,小高姐的 Magic Ingredients,凉拌萝卜 小窍门切萝卜 还在用筷子的看过来,2017-07-19,309117,4039,,184
fq0UVAUC-1s,小高姐的 Magic Ingredients,泡菜的做法 （水清 不长白膜） 记住这6个要点,2017-07-16,842786,18381,,894
rFzYiNk1HpQ,小高姐的 Magic Ingredients,臊子面,2017-07-13,1495755,15476,,1026
JLMVliKYshs,小高姐的 Magic Ingredients,手擀面,2017-07-10,1175709,11527,,865
Ev8jCSlZi30,小高姐的 Magic Ingredients,西安麻酱凉皮  简易凉皮的做法,2017-07-07,535750,5873,,406
CXCpqEYIVNE,小高姐的 Magic Ingredients,手抓饼,2017-07-03,1134993,11907,,545
Db1Fx0HXY5E,小高姐的 Magic Ingredients,牛肉煎饺,2017-06-28,511961,7300,,415
f3kDr_gW_io,小高姐的 Magic Ingredients,【冻柠檬茶/ 冰红茶 】 柠檬腌制一下会更好喝,2017-06-22,461485,7808,,342
xxcISi2stJ0,小高姐的 Magic Ingredients,西安凉皮系列  【秦镇米皮】 无需料理机　开水温水比例是关键,2017-06-20,335049,4458,,602
1054NgOW-pg,小高姐的 Magic Ingredients,葱油蒜香煎三文鱼,2017-06-15,1017010,8488,,511
liyy9eb2xb0,小高姐的 Magic Ingredients,【西安油泼辣子】 简易法 点醋前后辣椒油颜色明显不同,2017-06-09,393043,5592,,408
bXwnpKCiGM8,小高姐的 Magic Ingredients,【鸡丝凉面】  意大利细面（capellini）带来的惊喜,2017-06-06,512482,6629,,299
lxcHCgObobg,小高姐的 Magic Ingredients,西安牛羊肉泡馍 (3) 牛肉泡馍,2017-06-03,248038,2407,,346
_6vQ1YbzS_M,小高姐的 Magic Ingredients,西安牛羊肉泡馍 （2） 西安辣子酱,2017-05-31,97959,1309,,74
azxukQgiap0,小高姐的 Magic Ingredients,西安牛羊肉泡馍 （1）   腌糖蒜,2017-05-29,604692,6368,,410
Hbsd4S7G7xI,小高姐的 Magic Ingredients,【蜂蜜凉粽子】 一片粽叶三角粽子的包法 简单容易,2017-05-26,175911,2385,,171
XMm7ALEiTI0,小高姐的 Magic Ingredients,桂花酱,2017-05-25,224355,2432,,145
DxMLu80eKmE,小高姐的 Magic Ingredients,烤羊排,2017-05-20,684895,5374,,878
oUpiSLBYyZQ,小高姐的 Magic Ingredients,葱油饼,2017-05-16,1671653,17818,,686
9rbwMkpdjQE,小高姐的 Magic Ingredients,鸡蛋糕,2017-05-12,2301009,22132,,1128
eXr1OGq3ZQ8,小高姐的 Magic Ingredients,西安肉丸胡辣汤,2017-05-11,335582,4118,,474
s5SsM6hBM5Y,小高姐的 Magic Ingredients,新买的火锅炉（Iwatani Slim CB-AS-1）到了,2017-05-09,73694,724,,87
OQTz_WsTjhs,小高姐的 Magic Ingredients,鸡蛋灌饼的做法,2017-05-07,497324,5650,,304
CORLpRkjPr8,小高姐的 Magic Ingredients,西安小吃 油馍,2017-05-05,108163,953,,67
0W6A4HiqgtA,小高姐的 Magic Ingredients,烙烧饼,2017-05-02,512823,5351,,375
Y4EO2IjTYgE,小高姐的 Magic Ingredients,爆米花,2017-04-28,201267,2595,,130
uzN3J9sd4GY,小高姐的 Magic Ingredients,煎饼果子,2017-04-17,1814467,21307,,1839
XoMap4cZteA,小高姐的 Magic Ingredients,花生糖 Peanut Brittle,2017-04-14,147752,2144,,147
ltN4CKKwB1g,小高姐的 Magic Ingredients,西安腊牛肉,2017-04-09,545433,7216,,593
khOYeire4k8,小高姐的 Magic Ingredients,油泼扯面,2017-04-07,350846,4002,,420
ZKhdpIytCyw,小高姐的 Magic Ingredients,油茶  麻花 （汤茶 面茶）,2017-03-30,112414,1418,,143
qsbJrkgRq4U,小高姐的 Magic Ingredients,麻花,2017-03-28,402867,4291,,291
CazNUR3bK3s,小高姐的 Magic Ingredients,酸奶 Thick Yogurt,2017-03-23,738239,10496,,573
xpfJULa1-Sg,小高姐的 Magic Ingredients,凉皮 岐山擀面皮 蒸擀面皮（4）,2017-03-21,220673,2391,,489
czMZlxUi7Vg,小高姐的 Magic Ingredients,陕西凉皮 岐山擀面皮 凉皮醋（3）,2017-03-17,82878,533,,59
LrHDzlZSp18,小高姐的 Magic Ingredients,西安凉皮  岐山擀面皮  洗面筋（2）,2017-03-15,380578,2720,,313
poa-ULdvZSo,小高姐的 Magic Ingredients,陕西西安凉皮--岐山擀面皮之油泼辣子（1）,2017-03-13,159503,1834,,211
uWyOsbPK5RE,小高姐的 Magic Ingredients,Potato Flatbread / Roti,2017-03-07,466948,5977,,225
PZxXWcOIZgs,小高姐的 Magic Ingredients,Fluffy Pancakes,2017-03-01,140662,1866,,151
bg7aiKnC5Q0,小高姐的 Magic Ingredients,Hasselback Potatoes,2017-02-23,141469,2352,,61
OZuJPAmhq4o,小高姐的 Magic Ingredients,Bake Sweet Potato in Oven,2017-02-17,436496,4109,,168
WclzrrM5UJ8,小高姐的 Magic Ingredients,Maple Syrup Cookies with Pistachios and Sprinkles,2017-02-13,19147,209,,10
ZbxfV018lCo,小高姐的 Magic Ingredients,How to Make Hash Browns,2017-02-09,28886,305,,13
LyWaR75SWIM,小高姐的 Magic Ingredients,Avocado Salad with Wasabi,2017-02-06,90073,1273,,92
rYlL0oOMFq0,小高姐的 Magic Ingredients,How to Make Chinese Style Steamed Whole Fish,2016-12-21,68563,639,,27
RcQPRqhDGSs,小高姐的 Magic Ingredients,How to Make Chocolate Chip Cookies,2016-12-14,44393,558,,
Yxfs-_wkEdA,小高姐的 Magic Ingredients,Freshly Brewed Coffee with a French Press --Stop Motion Cooking,2016-12-12,34395,406,,29
K3zM-veAXjY,小高姐的 Magic Ingredients,Slow Cooker Recipe--Homemade Yogurt with Golden Kiwi and Honey,2016-12-02,15267,148,,11
xefpyETBXG8,小高姐的 Magic Ingredients,Homemade Hot Chocolate,2016-11-26,34299,360,,13
jJCBXSAZz08,小高姐的 Magic Ingredients,Slow Cooker Recipe Chicken Soup | Chicken Stock with Shiitake Mushrooms and Ginger,2016-11-25,47788,310,,22
1Njuf2beNpw,小高姐的 Magic Ingredients,Slow Cooker Recipe --Whole Spring Chicken Stew with Shiitake Mushrooms,2016-11-24,27165,284,,23
KBMoAVdPv2U,小高姐的 Magic Ingredients,Beef Noodle Soup ---  Slow Cooker Recipe,2016-11-14,150357,1321,,83
